"step","type","amount","name_orig","oldbalance_org","newbalance_orig","name_dest","oldbalance_dest","newbalance_dest","is_fraud","Class","type_numeric"
43,"TRANSFER",518146.23,"C202229473",0,0,"C278407008",913301.67,1431447.9,"0","0",1
162,"CASH_OUT",242630.3,"C156894381",13474,0,"C1456639813",249508.17,492138.46,"0","0",2
324,"CASH_OUT",234885.98,"C912644821",0,0,"C247551993",3582841.62,3817727.6,"0","0",2
396,"TRANSFER",266154.4,"C1900377967",1321,0,"C115067101",0,266154.4,"0","0",1
161,"CASH_OUT",96191.1,"C453042976",10969,0,"C1666992275",316112.32,412303.42,"0","0",2
182,"CASH_OUT",114213.24,"C120397072",0,0,"C1148700683",1464657.69,1578870.93,"0","0",2
230,"CASH_OUT",242437.37,"C1612217945",3461,0,"C1414012567",130127.2,372564.57,"0","0",2
379,"CASH_OUT",65696.43,"C1351835107",0,0,"C306688123",860192.68,925889.1,"0","0",2
299,"CASH_OUT",80898.06,"C1731156975",0,0,"C1825363703",759474.38,840372.45,"0","0",2
40,"CASH_OUT",357272.86,"C1689279702",0,0,"C430252933",1451762.84,1809035.7,"0","0",2
640,"CASH_OUT",10053.5,"C633386629",934,0,"C836540865",241054.72,251108.22,"0","0",2
250,"CASH_OUT",288373.16,"C1425972161",0,0,"C489645950",1525113.69,1813486.85,"0","0",2
258,"CASH_OUT",193836.19,"C1042596540",9105,0,"C712999215",0,193836.19,"0","0",2
257,"CASH_OUT",281225.31,"C1139150776",199664,0,"C105995841",140971.81,286095.67,"0","0",2
159,"TRANSFER",338390.51,"C1932910593",0,0,"C1862210674",2823742.72,3101223.15,"0","0",1
182,"CASH_OUT",370136.55,"C1153772482",91317,0,"C1512371018",135198.69,505335.24,"0","0",2
372,"CASH_OUT",46081.02,"C1559231040",65691.49,19610.47,"C980831362",4275514.36,4321595.38,"0","0",2
18,"CASH_OUT",318342.78,"C1710686054",52040,0,"C1004330633",1870420.95,2188763.74,"0","0",2
335,"CASH_OUT",245274.16,"C1638648687",4586.66,0,"C376517752",1957762.98,2203037.14,"0","0",2
8,"CASH_OUT",105995.84,"C2080615189",0,0,"C657255537",1136540.89,2036309.01,"0","0",2
302,"TRANSFER",168730.67,"C69706887",0,0,"C587193386",328166.18,496896.84,"0","0",1
397,"CASH_OUT",7709.85,"C698548999",0,0,"C753282599",15924468.15,15932178,"0","0",2
131,"TRANSFER",696906.94,"C422952701",448,0,"C312862220",0,696906.94,"0","0",1
189,"CASH_OUT",9245.18,"C1132503491",729226.35,719981.17,"C1748220516",158476.08,167721.26,"0","0",2
153,"CASH_OUT",226858.36,"C1912609227",0,0,"C1552059760",2709230.93,2936089.29,"0","0",2
383,"CASH_OUT",253325.52,"C483886292",0,0,"C1523265223",436387.76,689713.28,"0","0",2
235,"CASH_OUT",54882.33,"C1675199804",0,0,"C1579457773",798899.76,853782.1,"0","0",2
157,"CASH_OUT",456631.54,"C720243696",70221,0,"C2108478769",50851,315853.81,"0","0",2
156,"CASH_OUT",18904.95,"C460515929",12309,0,"C235137628",1401609.44,1420514.39,"0","0",2
250,"CASH_OUT",74374.52,"C2083634656",24818,0,"C599435392",564795.02,639169.53,"0","0",2
8,"CASH_OUT",98048.66,"C1836301347",0,0,"C381390837",99119.75,1353134.08,"0","0",2
129,"CASH_OUT",23650.58,"C1363700632",51383.75,27733.17,"C76462271",1112362.76,1033639.38,"0","0",2
332,"CASH_OUT",194355.86,"C1089197422",60923,0,"C1572980236",170285.78,364641.64,"0","0",2
137,"CASH_OUT",256576.77,"C865990963",258851,2274.23,"C1805447365",125081.96,381658.73,"0","0",2
38,"CASH_OUT",280207.27,"C1748871962",11354,0,"C292917757",1428416.85,1708624.12,"0","0",2
571,"CASH_OUT",246428.34,"C923182772",1074,0,"C1393393830",1009401.13,1255829.47,"0","0",2
281,"CASH_OUT",135633.11,"C275520778",0,0,"C800095882",1142233.03,1277866.13,"0","0",2
284,"CASH_OUT",43392.87,"C1506248192",0,0,"C1285184942",158224.73,201617.6,"0","0",2
514,"CASH_OUT",303465.48,"C1032430172",51262,0,"C1900351002",0,303465.48,"0","0",2
688,"TRANSFER",236587.99,"C619159539",49,0,"C1873119863",0,236587.99,"0","0",1
39,"CASH_OUT",94211.45,"C1348794684",122402,28190.55,"C1999612956",0,94211.45,"0","0",2
139,"TRANSFER",477971.76,"C881304013",86026,0,"C1287662858",0,477971.76,"0","0",1
232,"CASH_OUT",75704.55,"C1851874038",62,0,"C728638793",0,75704.55,"0","0",2
44,"CASH_OUT",26352.13,"C375187429",0,0,"C47976160",1709764.04,1736116.17,"0","0",2
129,"TRANSFER",1809585.02,"C29778494",10072,0,"C1907244480",0,1809585.02,"0","0",1
332,"CASH_OUT",43321.65,"C805279305",0,0,"C451962975",772234.71,815556.36,"0","0",2
399,"CASH_OUT",338503.76,"C95427914",0,0,"C1906425270",3394107.37,3732611.13,"0","0",2
206,"TRANSFER",1088658.77,"C224259900",53397.81,0,"C2075403448",2520521.76,3609180.53,"0","0",1
42,"CASH_OUT",100445.21,"C1702193300",102438,1992.79,"C1328129815",1012778.81,2384409.7,"0","0",2
21,"CASH_OUT",121358.26,"C341981648",0,0,"C1159364184",843178.25,964536.51,"0","0",2
141,"CASH_OUT",332004.93,"C730334368",38778,0,"C1821378111",2743160.08,3075165.02,"0","0",2
282,"TRANSFER",104326.91,"C356320504",0,0,"C1716740294",2801878.51,2906205.42,"0","0",1
14,"CASH_OUT",241007.51,"C337653861",0,0,"C1794307086",326656.25,303553.57,"0","0",2
399,"CASH_OUT",46550.05,"C398829259",100257,53706.95,"C443492789",0,46550.05,"0","0",2
202,"CASH_OUT",32897.9,"C1954333592",8079,0,"C91648845",26842.91,59740.81,"0","0",2
183,"TRANSFER",1171961.89,"C795794272",5538,0,"C1756050129",0,1236487.77,"0","0",1
307,"CASH_OUT",58453.47,"C787970771",492,0,"C79522580",0,58453.47,"0","0",2
204,"CASH_OUT",14889.45,"C1835670742",85066,70176.55,"C2117394469",0,14889.45,"0","0",2
164,"CASH_OUT",581253.67,"C729073560",0,0,"C1421589991",1195556.37,1776810.04,"0","0",2
332,"CASH_OUT",111963.83,"C96844633",2067,0,"C496218820",1452688.94,1564652.77,"0","0",2
16,"CASH_OUT",119728.06,"C442771018",0,0,"C1291052452",6676727.62,6796455.68,"0","0",2
34,"CASH_OUT",94683.75,"C1169152648",0,0,"C794877237",531818.29,626502.05,"0","0",2
278,"CASH_OUT",75398.48,"C1250617362",197,0,"C134894684",137236.42,212634.9,"0","0",2
283,"CASH_OUT",33580.81,"C250144213",0,0,"C2021025468",5573847.31,5607428.12,"0","0",2
18,"CASH_OUT",234767.51,"C1468257723",12589,0,"C1411677664",264738.07,499505.57,"0","0",2
177,"CASH_OUT",10061.43,"C840070890",0,0,"C973176188",414742.84,424804.28,"0","0",2
236,"CASH_OUT",130898.41,"C1634701657",0,0,"C1660525945",204280.33,335178.74,"0","0",2
305,"CASH_OUT",11595.1,"C1322918865",0,0,"C393178895",1211972.3,1223567.4,"0","0",2
159,"CASH_OUT",228114.17,"C1471994191",4514,0,"C1359194181",74508.48,302622.65,"0","0",2
160,"CASH_OUT",29929.7,"C964164936",67633,37703.3,"C1954906518",0,29929.7,"0","0",2
249,"CASH_OUT",89420.96,"C1014736988",5085,0,"C1986841384",776562.96,1182869.88,"0","0",2
299,"CASH_OUT",76463.87,"C1610449406",3913,0,"C295858641",0,76463.87,"0","0",2
138,"CASH_OUT",134185.33,"C2045906978",265162,130976.67,"C64717705",20750.24,154935.57,"0","0",2
183,"CASH_OUT",121487.07,"C1718819885",0,0,"C239550442",754348.36,875835.43,"0","0",2
300,"CASH_OUT",195189.32,"C398641331",0,0,"C2003972837",237184.99,432374.31,"0","0",2
380,"CASH_OUT",84841.91,"C1010854913",39238,0,"C697376057",2335450.08,2420291.99,"0","0",2
300,"CASH_OUT",404591.29,"C1163668143",243404,0,"C1563790347",20045.71,424637.01,"0","0",2
546,"CASH_OUT",84011.32,"C1784975113",0,0,"C1904707063",715829.94,799841.26,"0","0",2
333,"CASH_OUT",546189.09,"C962000508",0,0,"C1704870512",765137.92,1311327.01,"0","0",2
204,"CASH_OUT",273193.39,"C339669420",320580,47386.61,"C834986565",0,273193.39,"0","0",2
394,"TRANSFER",158698.85,"C442143387",176184.56,17485.71,"C20397629",947110.55,1105809.41,"0","0",1
153,"CASH_OUT",121587.77,"C1482401714",0,0,"C1896018881",5302876.95,5424464.72,"0","0",2
681,"CASH_OUT",346567.15,"C863364616",21539,0,"C880393682",243099.64,589666.78,"0","0",2
327,"CASH_OUT",78880.53,"C432590200",4863,0,"C716019427",0,78880.53,"0","0",2
692,"TRANSFER",272191.08,"C426168733",52057,0,"C198491079",4675164.07,4947355.15,"0","0",1
331,"CASH_OUT",25380.08,"C1409510200",0,0,"C635050560",243591.01,268971.09,"0","0",2
263,"TRANSFER",180635.26,"C1256172819",257616,76980.74,"C1701908061",13560.15,194195.41,"0","0",1
16,"CASH_OUT",270166.36,"C526341172",214683,0,"C540331810",0,270166.36,"0","0",2
353,"CASH_OUT",74325.42,"C2086261745",4020,0,"C1638165613",0,74325.42,"0","0",2
305,"CASH_OUT",201882.64,"C80032011",10920.03,0,"C1718192413",470534.5,672417.13,"0","0",2
574,"TRANSFER",295350.05,"C902172308",0,0,"C333047468",2236050.7,2531400.75,"0","0",1
692,"CASH_OUT",125851.53,"C1576026980",0,0,"C2108221168",7518679.87,7644531.4,"0","0",2
400,"CASH_OUT",13505.06,"C1783133984",288000.7,274495.64,"C184945878",3594430.61,3607935.67,"0","0",2
399,"CASH_OUT",301616.73,"C1097475448",0,0,"C541718735",547999.07,849615.81,"0","0",2
260,"CASH_OUT",73878.2,"C1856986778",14298,0,"C1262756968",268299.31,342177.51,"0","0",2
130,"CASH_OUT",416806.61,"C1280989664",0,0,"C2114134621",7601510.61,8018317.23,"0","0",2
326,"CASH_OUT",529.68,"C389731949",0,0,"C1130488654",47017.61,47547.29,"0","0",2
300,"CASH_OUT",49393.21,"C1627857007",0,0,"C1920416481",345281.49,394674.69,"0","0",2
350,"CASH_OUT",228329.31,"C2079818429",14636,0,"C709408950",0,228329.31,"0","0",2
610,"CASH_OUT",268996.68,"C1895992166",0,0,"C1200892908",534294.66,803291.35,"0","0",2
584,"CASH_OUT",22773.98,"C1972273878",0,0,"C2050401080",2593312.7,2616086.68,"0","0",2
304,"CASH_OUT",187682.96,"C924308654",69463,0,"C547108370",3137.56,190820.52,"0","0",2
288,"TRANSFER",808945.32,"C460138274",0,0,"C457987066",2515384.01,3324329.33,"0","0",1
373,"CASH_OUT",63165.81,"C1626767255",7535,0,"C223754415",6502495.82,6565661.62,"0","0",2
261,"CASH_OUT",192438.67,"C749060712",27268,0,"C247448398",0,192438.67,"0","0",2
400,"CASH_OUT",106494.46,"C1480368020",105732,0,"C1758623379",89368.82,195863.28,"0","0",2
179,"CASH_OUT",255460.96,"C1440330524",10351,0,"C2117766371",0,255460.96,"0","0",2
354,"TRANSFER",1684727.25,"C1645451568",0,0,"C884907153",4591685.26,6276412.5,"0","0",1
140,"TRANSFER",358976.32,"C1222463411",0,0,"C1662116861",1060800,1419776.32,"0","0",1
186,"CASH_OUT",298444.14,"C1649293636",0,0,"C1674089999",1193448.03,1491892.17,"0","0",2
180,"CASH_OUT",448839.7,"C1006551481",144814,0,"C1122907248",1901312.57,2350152.27,"0","0",2
354,"CASH_OUT",278150.66,"C432891157",39876,0,"C1579992989",0,278150.66,"0","0",2
15,"CASH_OUT",563230.24,"C1848888032",188735.4,0,"C1095666481",3688325.49,4236658.4,"0","0",2
351,"TRANSFER",1898486.66,"C2075460132",188,0,"C573908112",0,1898486.66,"0","0",1
396,"CASH_OUT",149652.25,"C788368652",0,0,"C978058681",11324247.25,11473899.51,"0","0",2
308,"CASH_OUT",181114.08,"C2076091288",18038,0,"C2138960770",32794.42,213908.5,"0","0",2
236,"CASH_OUT",196944.66,"C692869811",0,0,"C1617488818",4061715.66,4258660.32,"0","0",2
277,"CASH_OUT",158102.5,"C1160177839",0,0,"C1304289821",1016622.34,1174724.84,"0","0",2
238,"TRANSFER",341170.43,"C974299383",0,0,"C281779472",1269240.25,1610410.68,"0","0",1
250,"CASH_OUT",150288.09,"C169368279",15995,0,"C196507431",0,150288.09,"0","0",2
13,"CASH_OUT",58854.99,"C1010257759",0,0,"C1560565000",1045684.17,1366978.16,"0","0",2
17,"CASH_OUT",294303.04,"C1058853354",51623,0,"C1994833677",5100988.78,5395291.82,"0","0",2
681,"CASH_OUT",125012.77,"C620548873",766211,641198.23,"C1835369335",0,125012.77,"0","0",2
156,"TRANSFER",755639.84,"C889999442",0,0,"C1320946922",27175483.24,27931123.08,"0","0",1
276,"CASH_OUT",81586.17,"C1416134452",0,0,"C144798110",1473106.89,1554693.07,"0","0",2
8,"TRANSFER",498558.16,"C1992987405",64,0,"C1852606548",0,12478.8,"0","0",1
235,"CASH_OUT",122254.42,"C2146017695",41415,0,"C1491239100",6241145.71,6363400.12,"0","0",2
210,"CASH_OUT",308326.58,"C36641217",0,0,"C806536586",1163899.71,1472226.29,"0","0",2
140,"CASH_OUT",104752.09,"C1578669538",0,0,"C810388327",1942391.89,2047143.98,"0","0",2
39,"CASH_OUT",489447.03,"C1025394523",92583,0,"C1521402805",0,489447.03,"0","0",2
205,"CASH_OUT",61096.1,"C1463367782",0,0,"C1967414914",1726020.6,1787116.71,"0","0",2
34,"CASH_OUT",368235.09,"C279822470",49506,0,"C415202107",609552.92,977788,"0","0",2
226,"TRANSFER",392046.55,"C473237107",0,0,"C1745024979",988810.23,1380856.78,"0","0",1
302,"CASH_OUT",160218.65,"C954313134",0,0,"C521318925",791081.4,951300.05,"0","0",2
20,"CASH_OUT",116804.66,"C1992850327",10572,0,"C186074323",347124.04,463928.7,"0","0",2
327,"CASH_OUT",212149.16,"C469087371",9134,0,"C477186037",0,212149.16,"0","0",2
278,"TRANSFER",101558.34,"C1976109663",147396,45837.66,"C1460324044",306762.97,408321.31,"0","0",1
250,"CASH_OUT",240627.91,"C1767699118",0,0,"C1911296083",1474927.16,1715555.07,"0","0",2
332,"CASH_OUT",154669.63,"C534181942",203241,48571.37,"C709425414",1327101.58,1481771.21,"0","0",2
279,"CASH_OUT",128022.66,"C196741776",0,0,"C1787487893",978673.78,1106696.44,"0","0",2
154,"TRANSFER",1213863.71,"C343358207",31634,0,"C881476481",2128935.35,3342799.05,"0","0",1
401,"CASH_OUT",372611.96,"C1533138277",596,0,"C1643541383",1026773.74,1399385.7,"0","0",2
274,"CASH_OUT",165242.52,"C1647835635",0,0,"C524082912",385000.22,550242.73,"0","0",2
282,"CASH_OUT",240274.6,"C963201610",0,0,"C1349499591",908696.85,1148971.46,"0","0",2
20,"TRANSFER",254612.17,"C243435518",0,0,"C1387103785",389395.98,28870.28,"0","0",1
251,"TRANSFER",234478.03,"C1394901659",88749.63,0,"C1348967295",3788892.52,4023370.55,"0","0",1
469,"CASH_OUT",88864.64,"C1436843948",61941,0,"C851830794",0,88864.64,"0","0",2
259,"TRANSFER",418917.21,"C26679268",41420,0,"C1614095646",0,418917.21,"0","0",1
469,"CASH_OUT",168439.98,"C1095218697",1081,0,"C1711205176",1953341.08,2121781.05,"0","0",2
612,"TRANSFER",1016572.9,"C804540042",0,0,"C100548221",3398889.46,4415462.36,"0","0",1
398,"TRANSFER",748307.26,"C1325907823",0,0,"C1829568211",1924179.06,2672486.33,"0","0",1
402,"CASH_OUT",143856.35,"C156932091",203483,59626.65,"C1305019951",0,143856.35,"0","0",2
355,"CASH_OUT",31065.97,"C1103743099",5164,0,"C922560155",1815370.57,1846436.55,"0","0",2
306,"CASH_OUT",18667.95,"C884945488",36591,17923.05,"C1910145472",2386166.14,2404834.09,"0","0",2
178,"TRANSFER",474202.61,"C2041823647",68940.26,0,"C779282932",2586327.3,3060529.91,"0","0",1
325,"CASH_OUT",51619.57,"C1676403165",112954,61334.43,"C2113857257",484327.94,535947.52,"0","0",2
254,"CASH_OUT",256852.45,"C1603726176",48267,0,"C1190195851",0,256852.45,"0","0",2
347,"CASH_OUT",251432.37,"C482121743",0,0,"C951003207",765484.04,1016916.41,"0","0",2
239,"TRANSFER",853967.69,"C613323234",0,0,"C1998809334",2336715.49,3190683.18,"0","0",1
300,"CASH_OUT",223747.83,"C1432454235",106110,0,"C1411708236",0,223747.83,"0","0",2
188,"CASH_OUT",37721.17,"C965522237",0,0,"C464799224",63224.72,15092.86,"0","0",2
258,"CASH_OUT",432689.14,"C1651967836",20216,0,"C654982785",0,432689.14,"0","0",2
236,"CASH_OUT",113350.02,"C1279015398",0,0,"C93497200",167916.36,281266.38,"0","0",2
374,"TRANSFER",2810472.74,"C1711600568",0,0,"C230036881",6566019.41,9376492.14,"0","0",1
164,"CASH_OUT",290138.61,"C1138157281",0,0,"C1453947631",1770319,2060457.61,"0","0",2
135,"CASH_OUT",4716.02,"C1792007973",20213,15496.98,"C409450880",175715.49,180431.5,"0","0",2
298,"CASH_OUT",179691.5,"C1509118742",0,0,"C1493080329",633875.01,813566.51,"0","0",2
258,"CASH_OUT",18331.6,"C31862302",4992.68,0,"C2106121048",102741.74,121073.35,"0","0",2
183,"CASH_OUT",243306.63,"C317833127",27655,0,"C1879696990",0,243306.63,"0","0",2
351,"CASH_OUT",8276.6,"C1441252287",0,0,"C2067034184",812584.76,820861.36,"0","0",2
155,"TRANSFER",1935609.94,"C1029189768",58380,0,"C322477364",108668.95,2044278.89,"0","0",1
134,"CASH_OUT",171003.28,"C1079006926",61384,0,"C990762496",0,171003.28,"0","0",2
299,"TRANSFER",2852989.46,"C1980752672",61343.41,0,"C2040512081",6760599.4,9613588.86,"0","0",1
304,"CASH_OUT",31151.22,"C1894687336",0,0,"C1192254985",144558.47,175709.69,"0","0",2
592,"CASH_OUT",311546.16,"C1071271709",162183,0,"C1721207765",0,311546.16,"0","0",2
231,"CASH_OUT",420469.28,"C1275093498",0,0,"C1470054305",1695300,2115769.28,"0","0",2
12,"CASH_OUT",258697.34,"C142250322",1285,0,"C1239117852",659639.61,918336.95,"0","0",2
186,"CASH_OUT",18315.49,"C667524787",51305,32989.51,"C1459452383",87233.09,105548.58,"0","0",2
370,"CASH_OUT",318268.02,"C696267653",41600,0,"C1426930058",3525881.91,3844149.93,"0","0",2
380,"CASH_OUT",74062.59,"C1626792862",0,0,"C797310069",197403.36,271465.96,"0","0",2
34,"CASH_OUT",126377.71,"C1407425058",0,0,"C163890306",739424.94,1108689.87,"0","0",2
354,"CASH_OUT",281831.07,"C968084253",0,0,"C1231600058",2000954.84,2282785.91,"0","0",2
298,"CASH_OUT",240280.78,"C457625549",203215,0,"C534339852",17929.78,258210.56,"0","0",2
136,"CASH_OUT",203739.42,"C1431081474",0,0,"C1303301735",1542238.84,1745978.26,"0","0",2
135,"CASH_OUT",338372.3,"C1478219106",57587,0,"C1468356154",0,338372.3,"0","0",2
235,"CASH_OUT",371034.64,"C115797620",0,0,"C1093613375",383148.19,754182.82,"0","0",2
357,"CASH_OUT",382781.53,"C454926437",0,0,"C2095099768",867679.94,1250461.46,"0","0",2
210,"CASH_OUT",43584.66,"C1909725202",0,0,"C2006476360",1039191.94,1082776.61,"0","0",2
355,"TRANSFER",205588.53,"C1192433586",11611.23,0,"C1406499569",117956266.06,118161854.59,"0","0",1
401,"CASH_OUT",328998.47,"C2064394769",938208.94,609210.47,"C1537706516",458179,740454.73,"0","0",2
377,"CASH_OUT",243430.58,"C1843807228",20099,0,"C2116433192",1749464.09,1992894.67,"0","0",2
332,"TRANSFER",852138.33,"C1930308651",16067,0,"C1824444920",0,1252057.12,"0","0",1
42,"TRANSFER",1121573.04,"C1863519032",7212.67,0,"C314330552",4691477.03,5813050.06,"0","0",1
259,"TRANSFER",204858.18,"C2131793868",0,0,"C1442611487",2749896.11,2954754.29,"0","0",1
237,"TRANSFER",500670.17,"C1638841972",34866,0,"C145771505",0,500670.17,"0","0",1
331,"CASH_OUT",164270.92,"C1334907815",0,0,"C89163214",261081.91,425352.84,"0","0",2
330,"CASH_OUT",383200.59,"C332690141",0,0,"C1433781773",1730617.35,2113817.94,"0","0",2
211,"CASH_OUT",134326.3,"C2106887548",15348,0,"C878236409",0,134326.3,"0","0",2
41,"TRANSFER",1144689.74,"C931626967",0,0,"C1941941620",2141957.6,3286647.34,"0","0",1
356,"CASH_OUT",27916.73,"C845639315",584,0,"C1153775066",0,27916.73,"0","0",2
309,"CASH_OUT",270639.69,"C1013928253",0,0,"C1666889374",685832.23,956471.93,"0","0",2
38,"CASH_OUT",49527.25,"C378823881",19096.31,0,"C1188025327",1189559.12,1239086.37,"0","0",2
239,"CASH_OUT",97015.7,"C1305879814",144989.96,47974.26,"C1814739205",2028382.03,2125397.74,"0","0",2
41,"CASH_OUT",16373.92,"C1321526322",0,0,"C39460565",30833,13551.95,"0","0",2
142,"CASH_OUT",67073.86,"C232982088",11908,0,"C413094609",0,67073.86,"0","0",2
261,"CASH_OUT",228620.18,"C1394906111",0,0,"C2055300077",9480579.41,9709199.59,"0","0",2
225,"CASH_OUT",244158.52,"C580719335",0,0,"C813071373",1426156.12,1670314.64,"0","0",2
251,"CASH_OUT",105204.5,"C1390254478",105440,235.5,"C2053917084",0,105204.5,"0","0",2
19,"CASH_OUT",99768.82,"C541602197",0,0,"C691896786",597911.3,697680.12,"0","0",2
43,"CASH_OUT",3430.8,"C1789461038",0,0,"C308484865",1438789.96,1442220.76,"0","0",2
139,"CASH_OUT",278504.33,"C1636235069",0,0,"C327471204",432366.23,710870.56,"0","0",2
403,"CASH_OUT",2401.39,"C1573667155",99411,97009.61,"C2051911959",0,2401.39,"0","0",2
285,"CASH_OUT",222295.88,"C1866246258",743294.28,520998.4,"C1133499113",340807.72,563103.61,"0","0",2
261,"CASH_OUT",40095.62,"C1944097425",0,0,"C557768454",1069453.49,1109549.11,"0","0",2
273,"CASH_OUT",194350.98,"C1418241194",50567,0,"C33962641",275666.86,470017.84,"0","0",2
19,"CASH_OUT",322101.08,"C531310599",113,0,"C1808210809",1276315.01,1598416.1,"0","0",2
17,"CASH_OUT",378910.32,"C1027076407",0,0,"C486369688",1131896.22,1510806.54,"0","0",2
522,"CASH_OUT",69138.04,"C765660212",503,0,"C147378834",433128.3,502266.34,"0","0",2
398,"CASH_OUT",18140.74,"C1731174738",0,0,"C547895293",20820.51,38961.25,"0","0",2
11,"CASH_OUT",103094.39,"C793399842",0,0,"C1359255073",637793.95,1463483.59,"0","0",2
257,"CASH_OUT",123414.03,"C1426698013",0,0,"C381206417",1410243.65,1533657.68,"0","0",2
17,"CASH_OUT",250718.18,"C1145339549",101,0,"C2100147068",513146.6,776209.7,"0","0",2
379,"CASH_OUT",70143.53,"C31323836",105403,35259.47,"C1005373757",0,70143.53,"0","0",2
252,"TRANSFER",1500917.27,"C1640082081",244479.73,0,"C1430950943",1752645.77,3253563.05,"0","0",1
210,"CASH_OUT",38580.73,"C1736007877",101007,62426.27,"C1262290487",511627.87,550208.6,"0","0",2
229,"CASH_OUT",267948.37,"C1484040703",521029.06,253080.69,"C566581777",422444.64,787202.93,"0","0",2
14,"TRANSFER",209480.39,"C899952086",10605,0,"C753265257",37190.37,1034160.32,"0","0",1
376,"CASH_OUT",192121.76,"C644276548",82180,0,"C1654787063",0,192121.76,"0","0",2
347,"CASH_OUT",32591.87,"C1513148540",105,0,"C68948894",196782.48,229374.35,"0","0",2
260,"CASH_OUT",88788.78,"C1531846455",98596.37,9807.58,"C1556350568",246626.85,335415.64,"0","0",2
155,"CASH_OUT",68044.98,"C149978691",0,0,"C1525868724",142871.28,210916.26,"0","0",2
225,"CASH_OUT",109308.27,"C2099166307",0,0,"C1219280710",567859.76,677168.02,"0","0",2
380,"CASH_OUT",220578.61,"C1082932946",84866,0,"C2130475688",1238461.42,1459040.03,"0","0",2
14,"CASH_OUT",191700.53,"C1008153227",24,0,"C689760500",8048,199748.53,"0","0",2
43,"CASH_OUT",264151.05,"C1780422599",0,0,"C872965376",388281.13,652432.18,"0","0",2
44,"CASH_OUT",70437.24,"C806982935",0,0,"C2062903496",362298.88,432736.12,"0","0",2
159,"CASH_OUT",302142.84,"C1937997369",120108,0,"C1455872314",681718.71,1165883.06,"0","0",2
182,"TRANSFER",912291.78,"C125974864",0,0,"C297031093",3969815.09,4882106.87,"0","0",1
231,"CASH_OUT",38915.87,"C1408898988",0,0,"C1961119559",1568851.89,1607767.76,"0","0",2
155,"CASH_OUT",80378.47,"C1285850011",0,0,"C601086822",547837.17,628215.64,"0","0",2
398,"CASH_OUT",359527.36,"C1138336264",0,0,"C84028174",1724649.17,2084176.53,"0","0",2
255,"CASH_OUT",345709.88,"C466605452",86790,0,"C872228287",0,345709.88,"0","0",2
402,"CASH_OUT",277796.33,"C1293788294",0,0,"C1752948434",5251639.57,5529435.9,"0","0",2
352,"TRANSFER",463006.35,"C1615718506",10290,0,"C680376353",219357.99,682364.34,"0","0",1
36,"TRANSFER",582135.57,"C1362537445",0,0,"C823752553",1415558.54,1997694.12,"0","0",1
167,"CASH_OUT",17877.87,"C142456259",0,0,"C1283008799",700547.68,718425.55,"0","0",2
261,"TRANSFER",199951.28,"C939570370",20334,0,"C835227912",0,199951.28,"0","0",1
181,"CASH_OUT",34994.72,"C169913546",0,0,"C502075429",1766537.4,1801532.12,"0","0",2
299,"CASH_OUT",305938.54,"C1266354759",696,0,"C671397273",239575.8,545514.34,"0","0",2
255,"CASH_OUT",86551.59,"C1884084294",52191,0,"C87668905",297352.92,383904.51,"0","0",2
324,"CASH_OUT",52195.58,"C1120401484",50546,0,"C534793142",446535.1,498730.68,"0","0",2
11,"CASH_OUT",289879.77,"C298682028",20527,0,"C254784037",444026.3,733906.07,"0","0",2
705,"CASH_OUT",230087.29,"C1905875185",20130,0,"C1500150151",359251.28,589338.57,"0","0",2
132,"CASH_OUT",452779.29,"C954378683",20119,0,"C1251651852",0,452779.29,"0","0",2
229,"TRANSFER",448199.75,"C631827417",0,0,"C1071212272",702009.4,1150209.15,"0","0",1
34,"CASH_OUT",114345.92,"C1670136882",0,0,"C1066100748",202927.05,317272.97,"0","0",2
404,"CASH_OUT",80828,"C90637007",149940,69112,"C278131596",264997.57,345825.57,"0","0",2
372,"CASH_OUT",228277.98,"C1944848246",0,0,"C1189090441",2906176.97,3134454.94,"0","0",2
37,"CASH_OUT",13767.28,"C1368866841",54942,41174.72,"C1848397205",0,13767.28,"0","0",2
371,"CASH_OUT",190450.2,"C1937106105",0,0,"C1582708919",4736291.93,4926742.12,"0","0",2
402,"TRANSFER",317721.83,"C804742027",0,0,"C1344801661",470166.17,787888,"0","0",1
401,"TRANSFER",799210.22,"C1949961928",45625,0,"C2005193639",798508.16,1597718.38,"0","0",1
142,"CASH_OUT",266658.85,"C1571478939",0,0,"C2136151504",416421.5,683080.35,"0","0",2
371,"CASH_OUT",69342.16,"C296394674",0,0,"C1148323925",1009924.88,1079267.04,"0","0",2
166,"CASH_OUT",290870.95,"C2130627849",0,0,"C339018103",1249321.39,1540192.34,"0","0",2
203,"CASH_OUT",31402.91,"C1628108729",31303,0,"C1055404898",324824.89,356227.8,"0","0",2
375,"CASH_OUT",352795.25,"C319646940",0,0,"C1031612906",1096367.65,1449162.89,"0","0",2
157,"CASH_OUT",115324.05,"C1029069499",0,0,"C322755229",225755.31,341079.36,"0","0",2
309,"CASH_OUT",57656.73,"C1470161203",0,0,"C53969530",2848028.77,2905685.5,"0","0",2
376,"CASH_OUT",242421.56,"C678487514",26017,0,"C1349462762",0,242421.56,"0","0",2
540,"CASH_OUT",190303.21,"C1033060777",4073,0,"C492456469",0,190303.21,"0","0",2
40,"CASH_OUT",272824.8,"C1859926887",0,0,"C211196231",646488.95,919313.75,"0","0",2
